"date","home_team","away_team","team","scorer","minute","own_goal","penalty"
"2004-10-09","Liechtenstein","Portugal","Liechtenstein","Franz Burgmeier",48,false,false
"2004-10-09","Liechtenstein","Portugal","Liechtenstein","Thomas Beck",76,false,false
"2004-10-09","North Macedonia","Netherlands","Netherlands","Wilfred Bouma",42,false,false
"2004-10-09","North Macedonia","Netherlands","North Macedonia","Goran Pandev",45,false,false
"2004-10-09","North Macedonia","Netherlands","Netherlands","Dirk Kuyt",65,false,false
"2004-10-09","North Macedonia","Netherlands","North Macedonia","Aco Stojkov",71,false,false
"2004-10-09","Scotland","Norway","Norway","Steffen Iversen",54,false,true
"2004-10-09","Slovakia","Latvia","Latvia","Māris Verpakovskis",3,false,false
"2004-10-09","Slovakia","Latvia","Slovakia","Szilárd Németh",46,false,false
"2004-10-09","Slovakia","Latvia","Slovakia","Ľubomír Reiter",50,false,false
"2004-10-09","Slovakia","Latvia","Slovakia","Miroslav Karhan",55,false,false
"2004-10-09","Slovakia","Latvia","Slovakia","Miroslav Karhan",87,false,false
"2004-10-09","Slovenia","Italy","Slovenia","Boštjan Cesar",82,false,false
"2004-10-09","Spain","Belgium","Spain","Albert Luque",60,false,false
"2004-10-09","Spain","Belgium","Spain","Raúl",65,false,false
"2004-10-09","Sweden","Hungary","Sweden","Freddie Ljungberg",26,false,false
"2004-10-09","Sweden","Hungary","Sweden","Henrik Larsson",50,false,false
"2004-10-09","Sweden","Hungary","Sweden","Anders Svensson",67,false,false
"2004-10-09","Turkey","Kazakhstan","Turkey","Gökdeniz Karadeniz",17,false,false
"2004-10-09","Turkey","Kazakhstan","Turkey","Nihat Kahveci",50,false,false
"2004-10-09","Turkey","Kazakhstan","Turkey","Fatih Tekke",90,false,false
"2004-10-09","Turkey","Kazakhstan","Turkey","Fatih Tekke",90,false,false
"2004-10-09","Ukraine","Greece","Ukraine","Andriy Shevchenko",48,false,false
"2004-10-09","Ukraine","Greece","Greece","Vassilios Tsiartas",83,false,false
"2004-10-13","Andorra","North Macedonia","Andorra","Marc Bernaus",60,false,false
"2004-10-13","Armenia","Czech Republic","Czech Republic","Jan Koller",3,false,false
"2004-10-13","Armenia","Czech Republic","Czech Republic","Tomáš Rosický",30,false,false
"2004-10-13","Armenia","Czech Republic","Czech Republic","Jan Koller",75,false,false
"2004-10-13","Azerbaijan","England","England","Michael Owen",22,false,false
"2004-10-13","Bulgaria","Malta","Malta","Michael Mifsud",11,false,false
"2004-10-13","Bulgaria","Malta","Bulgaria","Dimitar Berbatov",43,false,false
"2004-10-13","Bulgaria","Malta","Bulgaria","Hristo Yanev",47,false,false
"2004-10-13","Bulgaria","Malta","Bulgaria","Dimitar Berbatov",55,false,false
"2004-10-13","Bulgaria","Malta","Bulgaria","Chavdar Yankov",88,false,false
"2004-10-13","Cyprus","France","France","Sylvain Wiltord",38,false,false
"2004-10-13","Cyprus","France","France","Thierry Henry",72,false,false
"2004-10-13","Denmark","Turkey","Denmark","Jon Dahl Tomasson",27,false,true
"2004-10-13","Denmark","Turkey","Turkey","Nihat Kahveci",70,false,false
"2004-10-13","Iceland","Sweden","Sweden","Henrik Larsson",24,false,false
"2004-10-13","Iceland","Sweden","Sweden","Marcus Allbäck",27,false,false
"2004-10-13","Iceland","Sweden","Sweden","Henrik Larsson",39,false,false
"2004-10-13","Iceland","Sweden","Sweden","Christian Wilhelmsson",45,false,false
"2004-10-13","Iceland","Sweden","Iceland","Eiður Guðjohnsen",66,false,false
"2004-10-13","Italy","Belarus","Italy","Francesco Totti",26,false,true
"2004-10-13","Italy","Belarus","Italy","Daniele De Rossi",32,false,false
"2004-10-13","Italy","Belarus","Belarus","Maksim Romaschenko",52,false,false
"2004-10-13","Italy","Belarus","Italy","Francesco Totti",74,false,false
"2004-10-13","Italy","Belarus","Belarus","Vital Bulyga",76,false,false
"2004-10-13","Italy","Belarus","Italy","Alberto Gilardino",86,false,false
"2004-10-13","Italy","Belarus","Belarus","Maksim Romaschenko",88,false,false
"2004-10-13","Kazakhstan","Albania","Albania","Alban Bushi",61,false,false
"2004-10-13","Latvia","Estonia","Latvia","Vitālijs Astafjevs",65,false,false
"2004-10-13","Latvia","Estonia","Estonia","Andres Oper",72,false,false
"2004-10-13","Latvia","Estonia","Estonia","Ingemar Teever",79,false,false
"2004-10-13","Latvia","Estonia","Latvia","Juris Laizāns",82,false,false
"2004-10-13","Luxembourg","Liechtenstein","Liechtenstein","Martin Stocklasa",41,false,false
"2004-10-13","Luxembourg","Liechtenstein","Liechtenstein","Franz Burgmeier",44,false,false
"2004-10-13","Luxembourg","Liechtenstein","Liechtenstein","Mario Frick",57,false,true
"2004-10-13","Luxembourg","Liechtenstein","Liechtenstein","Franz Burgmeier",85,false,false
"2004-10-13","Moldova","Scotland","Moldova","Serghei Dadu",28,false,false
"2004-10-13","Moldova","Scotland","Scotland","Steven Thompson",31,false,false
"2004-10-13","Netherlands","Finland","Finland","Teemu Tainio",13,false,false
"2004-10-13","Netherlands","Finland","Netherlands","Wesley Sneijder",39,false,false
"2004-10-13","Netherlands","Finland","Netherlands","Ruud van Nistelrooy",41,false,false
"2004-10-13","Netherlands","Finland","Netherlands","Ruud van Nistelrooy",63,false,false
"2004-10-13","Northern Ireland","Austria","Austria","Markus Schopp",14,false,false
"2004-10-13","Northern Ireland","Austria","Northern Ireland","David Healy",36,false,false
"2004-10-13","Northern Ireland","Austria","Northern Ireland","Colin Murdock",58,false,false
"2004-10-13","Northern Ireland","Austria","Austria","Christian Mayrleb",59,false,false
"2004-10-13","Northern Ireland","Austria","Austria","Markus Schopp",72,false,false
"2004-10-13","Northern Ireland","Austria","Northern Ireland","Stuart Elliott",93,false,false
"2004-10-13","Norway","Slovenia","Norway","John Carew",7,false,false
"2004-10-13","Norway","Slovenia","Norway","Morten Gamst Pedersen",60,false,false
"2004-10-13","Norway","Slovenia","Norway","Alexander Ødegaard",89,false,false
"2004-10-13","Republic of Ireland","Faroe Islands","Republic of Ireland","Robbie Keane",14,false,true
"2004-10-13","Republic of Ireland","Faroe Islands","Republic of Ireland","Robbie Keane",32,false,false
"2004-10-13","Serbia","San Marino","Serbia","Savo Milošević",35,false,false
"2004-10-13","Serbia","San Marino","Serbia","Dejan Stanković",46,false,false
"2004-10-13","Serbia","San Marino","Serbia","Dejan Stanković",50,false,false
"2004-10-13","Serbia","San Marino","Serbia","Ognjen Koroman",53,false,false
"2004-10-13","Serbia","San Marino","Serbia","Zvonimir Vukić",69,false,false
"2004-10-13","Ukraine","Georgia","Ukraine","Oleksiy Byelik",12,false,false
"2004-10-13","Ukraine","Georgia","Ukraine","Andriy Shevchenko",79,false,false
"2004-10-13","Wales","Poland","Wales","Robert Earnshaw",56,false,false
"2004-10-13","Wales","Poland","Poland","Tomasz Frankowski",72,false,false
"2004-10-13","Wales","Poland","Poland","Maciej Żurawski",81,false,false
"2004-10-13","Wales","Poland","Poland","Jacek Krzynówek",85,false,false
"2004-10-13","Wales","Poland","Wales","John Hartson",90,false,false
"2004-11-17","Andorra","Netherlands","Netherlands","Phillip Cocu",21,false,false
"2004-11-17","Andorra","Netherlands","Netherlands","Arjen Robben",31,false,false
"2004-11-17","Andorra","Netherlands","Netherlands","Wesley Sneijder",78,false,false
"2004-11-17","Armenia","Romania","Romania","Ciprian Marica",29,false,false
"2004-11-17","Armenia","Romania","Armenia","Karen Dokhoyan",60,false,false
"2004-11-17","Belgium","Serbia","Serbia","Zvonimir Vukić",8,false,false
"2004-11-17","Belgium","Serbia","Serbia","Mateja Kežman",60,false,false
"2004-11-17","Georgia","Denmark","Denmark","Jon Dahl Tomasson",7,false,false
"2004-11-17","Georgia","Denmark","Georgia","Giorgi Demetradze",33,false,false
"2004-11-17","Georgia","Denmark","Denmark","Jon Dahl Tomasson",64,false,false
"2004-11-17","Georgia","Denmark","Georgia","Malkhaz Asatiani",76,false,false
"2004-11-17","Greece","Kazakhstan","Greece","Angelos Charisteas",24,false,false
"2004-11-17","Greece","Kazakhstan","Greece","Angelos Charisteas",46,false,false
"2004-11-17","Greece","Kazakhstan","Greece","Kostas Katsouranis",85,false,false
"2004-11-17","Greece","Kazakhstan","Kazakhstan","Ruslan Baltiyev",88,false,false
"2004-11-17","Liechtenstein","Latvia","Latvia","Māris Verpakovskis",7,false,false
"2004-11-17","Liechtenstein","Latvia","Liechtenstein","Mario Frick",32,false,false
"2004-11-17","Liechtenstein","Latvia","Latvia","Mihails Zemļinskis",57,false,false
"2004-11-17","Liechtenstein","Latvia","Latvia","Andrejs Prohorenkovs",89,false,false
"2004-11-17","Luxembourg","Portugal","Portugal","Ben Federspiel",11,true,false
"2004-11-17","Luxembourg","Portugal","Portugal","Cristiano Ronaldo",28,false,false
"2004-11-17","Luxembourg","Portugal","Portugal","Maniche",52,false,false
"2004-11-17","Luxembourg","Portugal","Portugal","Pauleta",67,false,false
"2004-11-17","Luxembourg","Portugal","Portugal","Pauleta",82,false,false
"2004-11-17","Malta","Hungary","Hungary","Zoltán Gera",39,false,false
"2004-11-17","Malta","Hungary","Hungary","Péter Kovács",93,false,false
"2004-11-17","North Macedonia","Czech Republic","Czech Republic","Vratislav Lokvenc",88,false,false
"2004-11-17","North Macedonia","Czech Republic","Czech Republic","Jan Koller",90,false,false
"2004-11-17","San Marino","Lithuania","Lithuania","Deividas Česnauskis",41,false,false
"2004-11-17","Turkey","Ukraine","Ukraine","Oleh Husyev",8,false,false
"2004-11-17","Turkey","Ukraine","Ukraine","Andriy Shevchenko",17,false,false
"2004-11-17","Turkey","Ukraine","Ukraine","Andriy Shevchenko",88,false,false
"2005-02-09","Albania","Ukraine","Ukraine","Andriy Rusol",40,false,false
"2005-02-09","Albania","Ukraine","Ukraine","Andriy Husin",59,false,false
"2005-02-09","Greece","Denmark","Greece","Theodoros Zagorakis",25,false,false
"2005-02-09","Greece","Denmark","Greece","Angelos Basinas",32,false,true
"2005-02-09","Greece","Denmark","Denmark","Dennis Rommedahl",46,false,false
"2005-02-09","Spain","San Marino","Spain","Joaquín",15,false,false
"2005-02-09","Spain","San Marino","Spain","Fernando Torres",32,false,false
"2005-02-09","Spain","San Marino","Spain","Raúl",42,false,false
"2005-02-09","Spain","San Marino","Spain","Guti",61,false,false
"2005-02-09","Spain","San Marino","Spain","Asier del Horno",75,false,false
"2005-03-26","Armenia","Andorra","Armenia","Ara Hakobyan",30,false,false
"2005-03-26","Armenia","Andorra","Andorra","Fernando Silva",56,false,false
"2005-03-26","Armenia","Andorra","Armenia","Romik Khachatryan",73,false,false
"2005-03-26","Belgium","Bosnia and Herzegovina","Bosnia and Herzegovina","Zlatan Bajramović",1,false,false
"2005-03-26","Belgium","Bosnia and Herzegovina","Belgium","Émile Mpenza",15,false,false
"2005-03-26","Belgium","Bosnia and Herzegovina","Belgium","Koen Daerden",44,false,false
"2005-03-26","Belgium","Bosnia and Herzegovina","Belgium","Émile Mpenza",54,false,false
"2005-03-26","Belgium","Bosnia and Herzegovina","Belgium","Thomas Buffel",77,false,false
"2005-03-26","Bulgaria","Sweden","Sweden","Freddie Ljungberg",17,false,false
"2005-03-26","Bulgaria","Sweden","Sweden","Erik Edman",74,false,false
"2005-03-26","Bulgaria","Sweden","Sweden","Freddie Ljungberg",90,false,true
"2005-03-26","Croatia","Iceland","Croatia","Niko Kovač",38,false,false
"2005-03-26","Croatia","Iceland","Croatia","Josip Šimunić",70,false,false
"2005-03-26","Croatia","Iceland","Croatia","Niko Kovač",75,false,false
"2005-03-26","Croatia","Iceland","Croatia","Dado Pršo",90,false,false
"2005-03-26","Czech Republic","Finland","Czech Republic","Milan Baroš",7,false,false
"2005-03-26","Czech Republic","Finland","Czech Republic","Tomáš Rosický",34,false,false
"2005-03-26","Czech Republic","Finland","Finland","Jari Litmanen",46,false,false
"2005-03-26","Czech Republic","Finland","Czech Republic","Jan Polák",58,false,false
"2005-03-26","Czech Republic","Finland","Finland","Aki Riihilahti",73,false,false
"2005-03-26","Czech Republic","Finland","Finland","Jonatan Johansson",79,false,false
"2005-03-26","Czech Republic","Finland","Czech Republic","Vratislav Lokvenc",87,false,false
"2005-03-26","Denmark","Kazakhstan","Denmark","Peter Møller",10,false,false
"2005-03-26","Denmark","Kazakhstan","Denmark","Christian Poulsen",33,false,false
"2005-03-26","Denmark","Kazakhstan","Denmark","Peter Møller",48,false,false
"2005-03-26","England","Northern Ireland","England","Joe Cole",47,false,false
"2005-03-26","England","Northern Ireland","England","Michael Owen",52,false,false
"2005-03-26","England","Northern Ireland","England","Michael Owen",54,false,false
"2005-03-26","England","Northern Ireland","England","Frank Lampard",62,false,false
"2005-03-26","Estonia","Slovakia","Estonia","Andres Oper",57,false,false
"2005-03-26","Estonia","Slovakia","Slovakia","Marek Mintál",58,false,false
"2005-03-26","Estonia","Slovakia","Slovakia","Ľubomír Reiter",65,false,false
"2005-03-26","Georgia","Greece","Georgia","Malkhaz Asatiani",22,false,false
"2005-03-26","Georgia","Greece","Greece","Michalis Kapsis",43,false,false
"2005-03-26","Georgia","Greece","Greece","Zisis Vryzas",44,false,false
"2005-03-26","Georgia","Greece","Greece","Stelios Giannakopoulos",53,false,false
"2005-03-26","Italy","Scotland","Italy","Andrea Pirlo",35,false,false
"2005-03-26","Italy","Scotland","Italy","Andrea Pirlo",84,false,false
"2005-03-26","Poland","Azerbaijan","Poland","Tomasz Frankowski",12,false,false
"2005-03-26","Poland","Azerbaijan","Poland","Aftandil Hacıyev",16,true,false
"2005-03-26","Poland","Azerbaijan","Poland","Kamil Kosowski",40,false,false
"2005-03-26","Poland","Azerbaijan","Poland","Tomasz Frankowski",63,false,false
"2005-03-26","Poland","Azerbaijan","Poland","Tomasz Frankowski",66,false,false
"2005-03-26","Poland","Azerbaijan","Poland","Jacek Krzynówek",72,false,false
"2005-03-26","Poland","Azerbaijan","Poland","Marek Saganowski",84,false,false
"2005-03-26","Poland","Azerbaijan","Poland","Marek Saganowski",90,false,false
"2005-03-26","Romania","Netherlands","Netherlands","Phillip Cocu",1,false,false
"2005-03-26","Romania","Netherlands","Netherlands","Ryan Babel",84,false,false
"2005-03-26","Turkey","Albania","Turkey","Necati Ateş",3,false,true
"2005-03-26","Turkey","Albania","Turkey","Yıldıray Baştürk",5,false,false
"2005-03-26","Wales","Austria","Austria","Ivica Vastić",81,false,false
"2005-03-26","Wales","Austria","Austria","Martin Stranzl",85,false,false
"2005-03-30","Andorra","Czech Republic","Czech Republic","Marek Jankulovski",31,false,true
"2005-03-30","Andorra","Czech Republic","Czech Republic","Milan Baroš",40,false,false
"2005-03-30","Andorra","Czech Republic","Czech Republic","Vratislav Lokvenc",53,false,false
"2005-03-30","Andorra","Czech Republic","Czech Republic","Tomáš Rosický",90,false,true
"2005-03-30","Austria","Wales","Austria","René Aufhauser",87,false,false
"2005-03-30","Bosnia and Herzegovina","Lithuania","Bosnia and Herzegovina","Elvir Bolić",21,false,false
"2005-03-30","Bosnia and Herzegovina","Lithuania","Lithuania","Marius Stankevičius",60,false,false
"2005-03-30","Croatia","Malta","Croatia","Dado Pršo",22,false,false
"2005-03-30","Croatia","Malta","Croatia","Dado Pršo",35,false,false
"2005-03-30","Croatia","Malta","Croatia","Igor Tudor",79,false,false
"2005-03-30","England","Azerbaijan","England","Steven Gerrard",51,false,false
"2005-03-30","England","Azerbaijan","England","David Beckham",62,false,false
"2005-03-30","Georgia","Turkey","Turkey","Tolga Seyhan",12,false,false
"2005-03-30","Georgia","Turkey","Georgia","Aleksandr Amisulashvili",13,false,false
"2005-03-30","Georgia","Turkey","Turkey","Fatih Tekke",20,false,false
"2005-03-30","Georgia","Turkey","Turkey","Fatih Tekke",35,false,false
"2005-03-30","Georgia","Turkey","Georgia","Aleksandr Iashvili",40,false,false
"2005-03-30","Georgia","Turkey","Turkey","Koray Avcı",72,false,false
"2005-03-30","Georgia","Turkey","Turkey","Tuncay",89,false,false
"2005-03-30","Greece","Albania","Greece","Angelos Charisteas",33,false,false
"2005-03-30","Greece","Albania","Greece","Giorgos Karagounis",84,false,false
"2005-03-30","Hungary","Bulgaria","Bulgaria","Stiliyan Petrov",51,false,false
"2005-03-30","Hungary","Bulgaria","Hungary","Péter Rajczi",90,false,false
"2005-03-30","Latvia","Luxembourg","Latvia","Imants Bleidelis",32,false,false
"2005-03-30","Latvia","Luxembourg","Latvia","Juris Laizāns",38,false,true
"2005-03-30","Latvia","Luxembourg","Latvia","Māris Verpakovskis",73,false,false
"2005-03-30","Latvia","Luxembourg","Latvia","Māris Verpakovskis",90,false,false
"2005-03-30","Netherlands","Armenia","Netherlands","Romeo Castelen",3,false,false
"2005-03-30","Netherlands","Armenia","Netherlands","Ruud van Nistelrooy",33,false,false
"2005-03-30","North Macedonia","Romania","Romania","Nicolae Mitea",18,false,false
"2005-03-30","North Macedonia","Romania","North Macedonia","Goran Maznov",31,false,false
"2005-03-30","North Macedonia","Romania","Romania","Nicolae Mitea",58,false,false
"2005-03-30","Poland","Northern Ireland","Poland","Maciej Żurawski",87,false,false
"2005-03-30","San Marino","Belgium","Belgium","Timmy Simons",18,false,true
