"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","winning_team","draw"
"1987-09-09","Republic of Ireland","Luxembourg",2,1,"UEFA Euro qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1987-09-09","Netherlands","Belgium",0,0,"Friendly","Rotterdam","Netherlands",false,"draw",1
"1987-09-09","Scotland","Hungary",2,0,"Friendly","Glasgow","Scotland",false,"Scotland",0
"1987-09-09","Wales","Denmark",1,0,"UEFA Euro qualification","Cardiff","Wales",false,"Wales",0
"1987-09-23","Bulgaria","Belgium",2,0,"UEFA Euro qualification","Sofia","Bulgaria",false,"Bulgaria",0
"1987-09-23","Norway","Iceland",0,1,"UEFA Euro qualification","Oslo","Norway",false,"Iceland",0
"1987-09-23","Poland","Hungary",3,2,"UEFA Euro qualification","Warsaw","Poland",false,"Poland",0
"1987-09-23","Spain","Luxembourg",2,0,"Friendly","Castellón de la Plana","Spain",false,"Spain",0
"1987-09-23","Sweden","Portugal",0,1,"UEFA Euro qualification","Solna","Sweden",false,"Portugal",0
"1987-10-07","Romania","Greece",2,2,"Friendly","Bucharest","Romania",false,"draw",1
"1987-10-14","Denmark","Wales",1,0,"UEFA Euro qualification","Copenhagen","Denmark",false,"Denmark",0
"1987-10-14","England","Turkey",8,0,"UEFA Euro qualification","London","England",false,"England",0
"1987-10-14","France","Norway",1,1,"UEFA Euro qualification","Paris","France",false,"draw",1
"1987-10-14","Hungary","Greece",3,0,"UEFA Euro qualification","Budapest","Hungary",false,"Hungary",0
"1987-10-14","Republic of Ireland","Bulgaria",2,0,"UEFA Euro qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1987-10-14","Poland","Netherlands",0,2,"UEFA Euro qualification","Zabrze","Poland",false,"Netherlands",0
"1987-10-14","Scotland","Belgium",2,0,"UEFA Euro qualification","Glasgow","Scotland",false,"Scotland",0
"1987-10-14","Spain","Austria",2,0,"UEFA Euro qualification","Seville","Spain",false,"Spain",0
"1987-10-17","Switzerland","Italy",0,0,"UEFA Euro qualification","Berne","Switzerland",false,"draw",1
"1987-10-28","Albania","Romania",0,1,"UEFA Euro qualification","Vlorë","Albania",false,"Romania",0
"1987-10-28","Netherlands","Cyprus",8,0,"UEFA Euro qualification","Rotterdam","Netherlands",false,"Netherlands",0
"1987-11-11","Belgium","Luxembourg",3,0,"UEFA Euro qualification","Brussels","Belgium",false,"Belgium",0
"1987-11-11","Bulgaria","Scotland",0,1,"UEFA Euro qualification","Sofia","Bulgaria",false,"Scotland",0
"1987-11-11","Cyprus","Poland",0,1,"UEFA Euro qualification","Limassol","Cyprus",false,"Poland",0
"1987-11-11","Northern Ireland","Turkey",1,0,"UEFA Euro qualification","Belfast","Northern Ireland",false,"Northern Ireland",0
"1987-11-11","Portugal","Switzerland",0,0,"UEFA Euro qualification","Porto","Portugal",false,"draw",1
"1987-11-14","Italy","Sweden",2,1,"UEFA Euro qualification","Naples","Italy",false,"Italy",0
"1987-11-15","Malta","Switzerland",1,1,"UEFA Euro qualification","Attard","Malta",false,"draw",1
"1987-11-18","Austria","Romania",0,0,"UEFA Euro qualification","Vienna","Austria",false,"draw",1
"1987-11-18","Spain","Albania",5,0,"UEFA Euro qualification","Seville","Spain",false,"Spain",0
"1987-12-02","Hungary","Cyprus",1,0,"UEFA Euro qualification","Budapest","Hungary",false,"Hungary",0
"1987-12-02","Luxembourg","Scotland",0,0,"UEFA Euro qualification","Esch-sur-Alzette","Luxembourg",false,"draw",1
"1987-12-05","Italy","Portugal",3,0,"UEFA Euro qualification","Milan","Italy",false,"Italy",0
"1987-12-09","Netherlands","Cyprus",4,0,"UEFA Euro qualification","Amsterdam","Netherlands",false,"Netherlands",0
"1987-12-16","Greece","Netherlands",0,3,"UEFA Euro qualification","Rhodes","Greece",false,"Netherlands",0
"1987-12-20","Malta","Portugal",0,1,"UEFA Euro qualification","Attard","Malta",false,"Portugal",0
"1988-01-15","Finland","Sweden",0,1,"Friendly","Las Palmas","Spain",true,"Sweden",0
"1988-02-02","France","Switzerland",2,1,"Tournoi de France","Toulouse","France",false,"France",0
"1988-02-05","Austria","Switzerland",1,2,"Tournoi de France","Monaco","Monaco",true,"Switzerland",0
"1988-02-06","Poland","Romania",2,2,"Friendly","Haifa","Israel",true,"draw",1
"1988-02-07","Malta","Finland",2,0,"Malta International Tournament","Attard","Malta",false,"Malta",0
"1988-02-17","Greece","Northern Ireland",3,2,"Friendly","Athens","Greece",false,"Greece",0
"1988-03-16","Hungary","Turkey",1,0,"Friendly","Budapest","Hungary",false,"Hungary",0
"1988-03-22","Malta","Scotland",1,1,"Friendly","Attard","Malta",false,"draw",1
"1988-03-23","England","Netherlands",2,2,"Friendly","London","England",false,"draw",1
"1988-03-23","France","Spain",2,1,"Friendly","Bordeaux","France",false,"France",0
"1988-03-23","Republic of Ireland","Romania",2,0,"Friendly","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1988-03-23","Northern Ireland","Poland",1,1,"Friendly","Belfast","Northern Ireland",false,"draw",1
"1988-03-26","Belgium","Hungary",3,0,"Friendly","Brussels","Belgium",false,"Belgium",0
"1988-04-06","Greece","Austria",2,2,"Friendly","Piraeus","Greece",false,"draw",1
"1988-04-27","Austria","Denmark",1,0,"Friendly","Vienna","Austria",false,"Austria",0
"1988-04-27","Hungary","England",0,0,"Friendly","Budapest","Hungary",false,"draw",1
"1988-04-27","Luxembourg","Italy",0,3,"Friendly","Luxembourg","Luxembourg",false,"Italy",0
"1988-04-27","Northern Ireland","France",0,0,"Friendly","Belfast","Northern Ireland",false,"draw",1
"1988-04-27","Spain","Scotland",0,0,"Friendly","Madrid","Spain",false,"draw",1
"1988-04-27","Sweden","Wales",4,1,"Friendly","Solna","Sweden",false,"Sweden",0
"1988-05-04","Hungary","Iceland",3,0,"Friendly","Budapest","Hungary",false,"Hungary",0
"1988-05-10","Hungary","Denmark",2,2,"Friendly","Budapest","Hungary",false,"draw",1
"1988-05-17","Hungary","Austria",0,4,"Friendly","Budapest","Hungary",false,"Austria",0
"1988-05-21","England","Scotland",1,0,"Rous Cup","London","England",false,"England",0
"1988-05-21","Northern Ireland","Malta",3,0,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"Northern Ireland",0
"1988-05-22","Republic of Ireland","Poland",3,1,"Friendly","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1988-05-24","Netherlands","Bulgaria",1,2,"Friendly","Rotterdam","Netherlands",false,"Bulgaria",0
"1988-05-28","Switzerland","England",0,1,"Friendly","Basel","Switzerland",false,"England",0
"1988-06-01","Malta","Wales",2,3,"Friendly","Attard","Malta",false,"Wales",0
"1988-06-01","Netherlands","Romania",2,0,"Friendly","Amsterdam","Netherlands",false,"Netherlands",0
"1988-06-01","Norway","Republic of Ireland",0,0,"Friendly","Oslo","Norway",false,"draw",1
"1988-06-01","Spain","Sweden",1,3,"Friendly","Salamanca","Spain",false,"Sweden",0
"1988-06-04","Italy","Wales",0,1,"Friendly","Brescia","Italy",false,"Wales",0
"1988-06-05","Denmark","Belgium",3,1,"Friendly","Odense","Denmark",false,"Denmark",0
"1988-06-05","Switzerland","Spain",1,1,"Friendly","Basel","Switzerland",false,"draw",1
"1988-06-11","Denmark","Spain",2,3,"UEFA Euro","Hanover","Germany",true,"Spain",0
"1988-06-12","England","Republic of Ireland",0,1,"UEFA Euro","Stuttgart","Germany",true,"Republic of Ireland",0
"1988-06-14","Italy","Spain",1,0,"UEFA Euro","Frankfurt am Main","Germany",true,"Italy",0
"1988-06-15","England","Netherlands",1,3,"UEFA Euro","Düsseldorf","Germany",true,"Netherlands",0
"1988-06-17","Italy","Denmark",2,0,"UEFA Euro","Cologne","Germany",true,"Italy",0
"1988-06-18","Republic of Ireland","Netherlands",0,1,"UEFA Euro","Gelsenkirchen","Germany",true,"Netherlands",0
"1988-08-04","Finland","Bulgaria",1,1,"Friendly","Vaasa","Finland",false,"draw",1
"1988-08-07","Iceland","Bulgaria",2,3,"Friendly","Reykjavík","Iceland",false,"Bulgaria",0
"1988-08-09","Norway","Bulgaria",1,1,"Friendly","Oslo","Norway",false,"draw",1
"1988-08-24","Iceland","Faroe Islands",1,0,"Friendly","Akranes","Iceland",false,"Iceland",0
"1988-08-24","Poland","Bulgaria",3,2,"Friendly","Białystok","Poland",false,"Poland",0
"1988-08-31","Austria","Hungary",0,0,"Friendly","Linz","Austria",false,"draw",1
"1988-08-31","Sweden","Denmark",1,2,"Friendly","Solna","Sweden",false,"Denmark",0
"1988-09-14","England","Denmark",1,0,"Friendly","London","England",false,"England",0
"1988-09-14","Netherlands","Wales",1,0,"FIFA World Cup qualification","Amsterdam","Netherlands",false,"Netherlands",0
"1988-09-14","Northern Ireland","Republic of Ireland",0,0,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"draw",1
"1988-09-14","Norway","Scotland",1,2,"FIFA World Cup qualification","Oslo","Norway",false,"Scotland",0
"1988-09-20","Romania","Albania",3,0,"Friendly","Constanţa","Romania",false,"Romania",0
"1988-09-21","Iceland","Hungary",0,3,"Friendly","Reykjavík","Iceland",false,"Hungary",0
"1988-09-21","Luxembourg","Switzerland",1,4,"FIFA World Cup qualification","Luxembourg","Luxembourg",false,"Switzerland",0
"1988-09-21","Turkey","Greece",3,1,"Friendly","Istanbul","Turkey",false,"Turkey",0
"1988-09-28","Denmark","Iceland",1,0,"Friendly","Copenhagen","Denmark",false,"Denmark",0
"1988-09-28","France","Norway",1,0,"FIFA World Cup qualification","Paris","France",false,"France",0
"1988-10-12","Cyprus","Malta",0,1,"Friendly","Limassol","Cyprus",false,"Malta",0
"1988-10-12","Sweden","Portugal",0,0,"Friendly","Gothenburg","Sweden",false,"draw",1
"1988-10-12","Turkey","Iceland",1,1,"FIFA World Cup qualification","Istanbul","Turkey",false,"draw",1
"1988-10-19","Belgium","Switzerland",1,0,"FIFA World Cup qualification","Brussels","Belgium",false,"Belgium",0
"1988-10-19","Bulgaria","Romania",1,3,"FIFA World Cup qualification","Sofia","Bulgaria",false,"Romania",0
"1988-10-19","England","Sweden",0,0,"FIFA World Cup qualification","London","England",false,"draw",1
"1988-10-19","Greece","Denmark",1,1,"FIFA World Cup qualification","Athens","Greece",false,"draw",1
"1988-10-19","Hungary","Northern Ireland",1,0,"FIFA World Cup qualification","Budapest","Hungary",false,"Hungary",0
"1988-10-19","Italy","Norway",2,1,"Friendly","Pescara","Italy",false,"Italy",0
"1988-10-19","Poland","Albania",1,0,"FIFA World Cup qualification","Chorzów","Poland",false,"Poland",0
"1988-10-19","Wales","Finland",2,2,"FIFA World Cup qualification","Swansea","Wales",false,"draw",1
"1988-10-22","Cyprus","France",1,1,"FIFA World Cup qualification","Nicosia","Cyprus",false,"draw",1
"1988-11-02","Austria","Turkey",3,2,"FIFA World Cup qualification","Vienna","Austria",false,"Austria",0
"1988-11-02","Cyprus","Norway",0,3,"FIFA World Cup qualification","Limassol","Cyprus",false,"Norway",0
"1988-11-02","Denmark","Bulgaria",1,1,"FIFA World Cup qualification","Copenhagen","Denmark",false,"draw",1
"1988-11-02","Romania","Greece",3,0,"FIFA World Cup qualification","Bucharest","Romania",false,"Romania",0
"1988-11-05","Albania","Sweden",1,2,"FIFA World Cup qualification","Tirana","Albania",false,"Sweden",0
"1988-11-15","Greece","Hungary",3,0,"Friendly","Piraeus","Greece",false,"Greece",0
"1988-11-16","Italy","Netherlands",1,0,"Friendly","Rome","Italy",false,"Italy",0
"1988-11-16","Portugal","Luxembourg",1,0,"FIFA World Cup qualification","Porto","Portugal",false,"Portugal",0
"1988-11-16","Spain","Republic of Ireland",2,0,"FIFA World Cup qualification","Seville","Spain",false,"Spain",0
"1988-11-23","Malta","Cyprus",1,1,"Friendly","Attard","Malta",false,"draw",1
"1988-12-11","Malta","Hungary",2,2,"FIFA World Cup qualification","Attard","Malta",false,"draw",1
"1988-12-21","Spain","Northern Ireland",4,0,"FIFA World Cup qualification","Seville","Spain",false,"Spain",0
"1988-12-22","Italy","Scotland",2,0,"Friendly","Perugia","Italy",false,"Italy",0
"1989-01-18","Albania","Greece",1,1,"Friendly","Tirana","Albania",false,"draw",1
"1989-01-22","Malta","Spain",0,2,"FIFA World Cup qualification","Attard","Malta",false,"Spain",0
"1989-01-25","Greece","Portugal",1,2,"Friendly","Athens","Greece",false,"Portugal",0
"1989-02-07","Republic of Ireland","France",0,0,"Friendly","Dublin","Republic of Ireland",false,"draw",1
"1989-02-08","Cyprus","Scotland",2,3,"FIFA World Cup qualification","Limassol","Cyprus",false,"Scotland",0
"1989-02-08","Greece","England",1,2,"Friendly","Athens","Greece",false,"England",0
"1989-02-08","Malta","Denmark",0,2,"Malta International Tournament","Attard","Malta",false,"Denmark",0
"1989-02-08","Northern Ireland","Spain",0,2,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"Spain",0
"1989-02-10","Denmark","Finland",0,0,"Malta International Tournament","Attard","Malta",true,"draw",1
"1989-02-12","Malta","Finland",0,0,"Malta International Tournament","Attard","Malta",false,"draw",1
"1989-02-15","Portugal","Belgium",1,1,"FIFA World Cup qualification","Lisbon","Portugal",false,"draw",1
"1989-02-22","Greece","Norway",4,2,"Friendly","Athens","Greece",false,"Greece",0
"1989-02-22","Italy","Denmark",1,0,"Friendly","Pisa","Italy",false,"Italy",0
"1989-03-08","Albania","England",0,2,"FIFA World Cup qualification","Tirana","Albania",false,"England",0
"1989-03-08","Hungary","Republic of Ireland",0,0,"FIFA World Cup qualification","Budapest","Hungary",false,"draw",1
"1989-03-08","Scotland","France",2,0,"FIFA World Cup qualification","Glasgow","Scotland",false,"Scotland",0
"1989-03-23","Spain","Malta",4,0,"FIFA World Cup qualification","Seville","Spain",false,"Spain",0
"1989-03-25","Austria","Italy",0,1,"Friendly","Vienna","Austria",false,"Italy",0
"1989-03-29","Greece","Turkey",0,1,"Friendly","Athens","Greece",false,"Turkey",0
"1989-03-29","Romania","Italy",1,0,"Friendly","Sibiu","Romania",false,"Romania",0
"1989-04-04","Hungary","Switzerland",3,0,"Friendly","Budapest","Hungary",false,"Hungary",0
"1989-04-12","Hungary","Malta",1,1,"FIFA World Cup qualification","Budapest","Hungary",false,"draw",1
"1989-04-12","Poland","Romania",2,1,"Friendly","Warsaw","Poland",false,"Poland",0
"1989-04-26","Bulgaria","Denmark",0,2,"FIFA World Cup qualification","Sofia","Bulgaria",false,"Denmark",0
"1989-04-26","England","Albania",5,0,"FIFA World Cup qualification","London","England",false,"England",0
"1989-04-26","Greece","Romania",0,0,"FIFA World Cup qualification","Athens","Greece",false,"draw",1
"1989-04-26","Republic of Ireland","Spain",1,0,"FIFA World Cup qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1989-04-26","Italy","Hungary",4,0,"Friendly","Taranto","Italy",false,"Italy",0
"1989-04-26","Malta","Northern Ireland",0,2,"FIFA World Cup qualification","Attard","Malta",false,"Northern Ireland",0
"1989-04-26","Portugal","Switzerland",3,1,"FIFA World Cup qualification","Lisbon","Portugal",false,"Portugal",0
"1989-04-26","Scotland","Cyprus",2,1,"FIFA World Cup qualification","Glasgow","Scotland",false,"Scotland",0
"1989-04-26","Wales","Sweden",0,2,"Friendly","Wrexham","Wales",false,"Sweden",0
"1989-05-02","Norway","Poland",0,3,"Friendly","Oslo","Norway",false,"Poland",0
"1989-05-07","Sweden","Poland",2,1,"FIFA World Cup qualification","Solna","Sweden",false,"Sweden",0
"1989-05-17","Denmark","Greece",7,1,"FIFA World Cup qualification","Copenhagen","Denmark",false,"Denmark",0
"1989-05-17","Romania","Bulgaria",1,0,"FIFA World Cup qualification","Bucharest","Romania",false,"Romania",0
"1989-05-21","Norway","Cyprus",3,1,"FIFA World Cup qualification","Oslo","Norway",false,"Norway",0
"1989-05-27","Scotland","England",0,2,"Rous Cup","Glasgow","Scotland",false,"England",0
"1989-05-28","Republic of Ireland","Malta",2,0,"FIFA World Cup qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1989-05-31","Finland","Netherlands",0,1,"FIFA World Cup qualification","Helsinki","Finland",false,"Netherlands",0
"1989-05-31","Norway","Austria",4,1,"Friendly","Oslo","Norway",false,"Norway",0
"1989-06-01","Luxembourg","Belgium",0,5,"FIFA World Cup qualification","Lille","France",true,"Belgium",0
"1989-06-03","England","Poland",3,0,"FIFA World Cup qualification","London","England",false,"England",0
"1989-06-04","Republic of Ireland","Hungary",2,0,"FIFA World Cup qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1989-06-07","Denmark","England",1,1,"Friendly","Copenhagen","Denmark",false,"draw",1
"1989-06-14","Denmark","Sweden",6,0,"Friendly","Copenhagen","Denmark",false,"Denmark",0
"1989-06-14","Iceland","Austria",0,0,"FIFA World Cup qualification","Reykjavík","Iceland",false,"draw",1
"1989-08-16","Sweden","France",2,4,"Friendly","Malmö","Sweden",false,"France",0
"1989-08-23","Austria","Iceland",2,1,"FIFA World Cup qualification","Salzburg","Austria",false,"Austria",0
"1989-08-23","Belgium","Denmark",3,0,"Friendly","Bruges","Belgium",false,"Belgium",0
"1989-08-23","Norway","Greece",0,0,"Friendly","Oslo","Norway",false,"draw",1
"1989-08-31","Portugal","Romania",0,0,"Friendly","Setúbal","Portugal",false,"draw",1
"1989-09-05","Norway","France",1,1,"FIFA World Cup qualification","Oslo","Norway",false,"draw",1
"1989-09-05","Poland","Greece",3,0,"Friendly","Warsaw","Poland",false,"Poland",0
"1989-09-06","Belgium","Portugal",3,0,"FIFA World Cup qualification","Brussels","Belgium",false,"Belgium",0
"1989-09-06","Finland","Wales",1,0,"FIFA World Cup qualification","Helsinki","Finland",false,"Finland",0
"1989-09-06","Netherlands","Denmark",2,2,"Friendly","Amsterdam","Netherlands",false,"draw",1
"1989-09-06","Northern Ireland","Hungary",1,2,"FIFA World Cup qualification","Belfast","Northern Ireland",false,"Hungary",0
"1989-09-06","Sweden","England",0,0,"FIFA World Cup qualification","Solna","Sweden",false,"draw",1
"1989-09-20","Iceland","Turkey",2,1,"FIFA World Cup qualification","Reykjavík","Iceland",false,"Iceland",0
"1989-09-20","Italy","Bulgaria",4,0,"Friendly","Cesena","Italy",false,"Italy",0
"1989-09-20","Spain","Poland",1,0,"Friendly","La Coruña","Spain",false,"Spain",0
"1989-09-20","Switzerland","Portugal",1,2,"FIFA World Cup qualification","Neuchâtel","Switzerland",false,"Portugal",0
"1989-10-04","Malta","Austria",1,2,"Friendly","Attard","Malta",false,"Austria",0
"1989-10-08","Sweden","Albania",3,1,"FIFA World Cup qualification","Solna","Sweden",false,"Sweden",0
"1989-10-11","Bulgaria","Greece",4,0,"FIFA World Cup qualification","Varna","Bulgaria",false,"Bulgaria",0
"1989-10-11","Cyprus","Malta",0,0,"Friendly","Larnaca","Cyprus",false,"draw",1
"1989-10-11","Denmark","Romania",3,0,"FIFA World Cup qualification","Copenhagen","Denmark",false,"Denmark",0
"1989-10-11","France","Scotland",3,0,"FIFA World Cup qualification","Paris","France",false,"France",0
"1989-10-11","Hungary","Spain",2,2,"FIFA World Cup qualification","Budapest","Hungary",false,"draw",1
